emsid,name,lon,lat,elev_m,date,Kd_ref,PAH,narcotic_benchmark,Pabs,Pabs_parent,abs_spectra,phototoxic_benchmark
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,1,Anthracene,64.12871554268789,2799.8989161569352,2799.8989161569352,specific,1.4128186111292993
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,1,9-Methylanthracene,21.982681735124363,3138.52067025402,2799.8989161569352,specific,0.4590549934619814
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,1,9-Methylanthracene,21.982681735124363,3138.52067025402,2799.8989161569352,parent,0.48430007704180617
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,150,Anthracene,64.12871554268789,0.02028866395490923,0.02028866395490923,specific,55.62552366365689
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,150,9-Methylanthracene,21.982681735124363,0.08042889353073121,0.02028866395490923,specific,16.96508683835859
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,150,9-Methylanthracene,21.982681735124363,0.08042889353073121,0.02028866395490923,parent,19.067872679187396
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,1,Chrysene,3.9454688813187113,597.0328678465581,597.0328678465581,specific,0.17797807990841982
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,1,1-Methylchrysene,1.9920534845260462,1001.423858092845,597.0328678465581,specific,0.07083620556507607
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,1,1-Methylchrysene,1.9920534845260462,1001.423858092845,597.0328678465581,parent,0.089860512125576
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,150,Chrysene,3.9454688813187113,0.0012574949095957892,0.0012574949095957892,specific,3.7925372453972237
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,150,1-Methylchrysene,1.9920534845260462,1.8676433710379756e-5,0.0012574949095957892,specific,1.98142469015278
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,150,1-Methylchrysene,1.9920534845260462,1.8676433710379756e-5,0.0012574949095957892,parent,1.9148388346591732
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,1,Pyrene,21.2422377135956,2695.7562942007903,2695.7562942007903,specific,0.4763729412372594
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,1,1-Methylpyrene,7.066886157066756,5078.03339763592,2695.7562942007903,specific,0.11769204374450959
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,1,1-Methylpyrene,7.066886157066756,5078.03339763592,2695.7562942007903,parent,0.15848016529238493
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,150,Pyrene,21.2422377135956,1.0317337068060756e-4,1.0317337068060756e-4,specific,20.986882641867492
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,150,1-Methylpyrene,7.066886157066756,1.7252044782261973e-4,1.0317337068060756e-4,specific,6.958566689557749
0500236,OKANAGAN L D/S KELOWNA STP (DEEP),-119.5134,49.8614,342,2023-08-01,150,1-Methylpyrene,7.066886157066756,1.7252044782261973e-4,1.0317337068060756e-4,parent,6.981934409239494
